id_prest_boca_atencion;d_prest_boca_atencion;id_prest_prestador;d_prest_calle;n_prest_puerta;c_prest_piso_depto;c_prest_cp4;n_prest_boca_x;n_prest_boca_y;c_geog_prest_boca_loc;d_geog_prest_boca_loc;c_geog_prest_boca_dpto;d_geog_prest_boca_dpto;c_geog_prest_boca_pcia;d_geog_prest_boca_pcia;m_prest_habilitado
7.166;LANGLOIS PATRICIA;3.675.854;GASCON;55;;1.714;0,0000000000;0,0000000000;21.360.015;ITUZAINGO;2.136;PTDO. ITUZAINGO;2;BUENOS AIRES;N
7.167;EDUARDO MENICHELLI;1.075.664;ALTAMIRA;1460;;1.847;-58,3588573265;-34,7930489796;20.030.104;RAFAEL CALZADA;2.003;PTDO. ALMIRANTE BROWN;2;BUENOS AIRES;S
7.168;ODONTOLOGO DE CABECERA;5.003.221;ESTRADA ;114;;3.200;-58,0147105000;-31,3942810000;80.030.092;CONCORDIA;8.003;DEPTO. CONCORDIA;8;ENTRE RIOS;S
7.169;CONSULTORIO;5.005.645;ANDRES BARANDA;388;;1.878;0,0000000000;0,0000000000;20.890.289;QUILMES OESTE;2.089;PTDO. QUILMES;2;BUENOS AIRES;S
7.170;FLUCK, MARIANA;3.675.854;DIRECTORIO;330;;1.718;-58,6948887143;-34,6682560000;20.740.133;SAN ANTONIO DE PADUA;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.171;JORGE BONGIOVANNI - CONSULTORIO 1;1.075.664;CAVOUR Y 2 DE ABRIL;S/N;;1.849;0,0000000000;0,0000000000;20.030.031;CLAYPOLE;2.003;PTDO. ALMIRANTE BROWN;2;BUENOS AIRES;S
7.172;ODONTOLOGO DE CABECERA;5.003.215;SAAVEDRA;115;;3.200;-58,0193649167;-31,3934560833;80.030.092;CONCORDIA;8.003;DEPTO. CONCORDIA;8;ENTRE RIOS;S
7.173;PINASCO ALFREDO;3.675.854;CHUBUT;372;;1.718;-58,6958841429;-34,6687007143;20.740.133;SAN ANTONIO DE PADUA;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.174;CORIA JUAN CARLOS ;4.000.741;BROWN ;1276;;7.540;-61,9346895510;-37,4547426531;20.260.015;CORONEL SUAREZ;2.026;PTDO. CORONEL SUAREZ;2;BUENOS AIRES;S
7.175;CONSULTORIO;5.005.633;CALLE 830;2667;;1.881;-58,3216445714;-34,7741545714;20.890.092;SAN FRANCISCO SOLANO;2.089;PTDO. QUILMES;2;BUENOS AIRES;S
7.176;GONZALEZ NANCY E;3.675.854;NOGUERA;65;;1.718;-58,6986500816;-34,6671370816;20.740.133;SAN ANTONIO DE PADUA;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.177;ODONTOLOGO DE CABECERA;5.003.222;A. DEL VALLE;166;;3.200;-58,0213855833;-31,3969525000;80.030.092;CONCORDIA;8.003;DEPTO. CONCORDIA;8;ENTRE RIOS;S
7.178;CONSULTORIO;5.005.642;CALLE 53;3388;;1.885;-58,1818819231;-34,8076329231;21.230.177;BARRIO MARITIMO;2.123;PTDO. BERAZATEGUI;2;BUENOS AIRES;S
7.179;DUBSKY GUSTAVO ENRIQUE  2 MEDICO CABECERA;1.171.770;CALLE 4 (ENTRE 72 Y 73);0;;7.107;-56,6915224286;-36,5292805714;21.240.076;MAR DEL TUYU;2.124;MUNICIPIO URBANO DE LA COSTA;2;BUENOS AIRES;N
7.180;HAMILTON GABRIELA;3.675.854;DIRECTORIO;131;;1.718;-58,6967885510;-34,6669400612;20.740.133;SAN ANTONIO DE PADUA;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.181;DIANA LAFUENTE;1.075.664;MANZANA 1 BLOCK C 8;S/N;PB B;1.849;0,0000000000;0,0000000000;20.030.031;CLAYPOLE;2.003;PTDO. ALMIRANTE BROWN;2;BUENOS AIRES;S
7.182;ODONTOLOGO DE CABECERA;5.003.223;A. DEL VALLE;166;;3.200;-58,0213855833;-31,3969525000;80.030.092;CONCORDIA;8.003;DEPTO. CONCORDIA;8;ENTRE RIOS;S
7.183;CORTALEZZI FRANCISCO ;4.000.808;LAS HERAS ;1226;;7.540;-61,9337910204;-37,4566138163;20.260.015;CORONEL SUAREZ;2.026;PTDO. CORONEL SUAREZ;2;BUENOS AIRES;S
7.184;CAVO MARIA SILVIA;3.675.854;SULLIVAN;314;;1.718;0,0000000000;0,0000000000;20.740.133;SAN ANTONIO DE PADUA;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.185;CAPECE ALDO;3.675.854;PERU;709;;1.722;-58,7248364286;-34,6730209184;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.186;CONSULTORIO;5.005.655;MORENO;820;;1.878;-58,2549695000;-34,7263635000;20.890.017;QUILMES;2.089;PTDO. QUILMES;2;BUENOS AIRES;S
7.187;RANGONE JORGE A;3.675.854;AVDA LIBERTADOR;692;;1.722;-58,7263199796;-34,6672531224;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.188;CUCHETTI CARLOS;4.000.667;REMEDIOS DE ESCALADA Y RIVADAV;00;;8.000;0,0000000000;0,0000000000;20.070.011;BAHIA BLANCA;2.007;PTDO. BAHIA BLANCA;2;BUENOS AIRES;N
7.189;CANALA MARCELO DANIEL;3.675.854;JUJUY;837;;1.722;-58,7275334490;-34,6716577143;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.190;BORSANI IRIS A.;82.093;AVDA 25 DE MAYO;871;;1.625;-58,7926387143;-34,3519858571;20.320.015;ESCOBAR;2.032;PTDO. ESCOBAR;2;BUENOS AIRES;S
7.191;CONSULTORIO;5.005.661;BOMBEROS SANCHEZ;1117;;1.878;0,0000000000;0,0000000000;20.890.289;QUILMES OESTE;2.089;PTDO. QUILMES;2;BUENOS AIRES;S
7.192;LASALA VICTOR H;3.675.854;AVDA SAN MARTIN;2867;;1.722;-58,7307121020;-34,6862625306;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.193;EBBENS NELSON MEDICO CABECERA;1.172.518;SAN MARTIN;440;;7.513;-60,1000000000;-38,0333330000;20.530.012;GONZALES CHAVES;2.053;PTDO. GONZALEZ CHAVES;2;BUENOS AIRES;S
7.194;SPOSARI GRISELDA;3.675.854;ARISTOBULODEL VALLE;2708;;1.722;-58,7246061633;-34,6890881633;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.195;GUILLERMO ROSSI;1.075.664;ALSINA;1152;;1.852;-58,3858217692;-34,8268922308;20.030.023;BURZACO;2.003;PTDO. ALMIRANTE BROWN;2;BUENOS AIRES;S
7.196;LONARDO CARMELA;3.675.854;RIOBAMBA;424;;1.722;-58,7239409184;-34,6676494286;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.197;LATUF  MARIA GABRIELA;1.169.812;SARMIENTO;1099;;7.163;-57,1379413061;-36,9993823469;20.440.013;GENERAL MADARIAGA;2.044;PTDO. GENERAL MADARIAGA;2;BUENOS AIRES;S
7.198;BARADA ALICIA NOEMI;3.675.854;RIOBAMBA;439;BIS;1.722;-58,7241410408;-34,6675202857;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.199;SILVIA HERRERO;1.075.664;AVDA DR CHIESA;302;;1.854;0,0000000000;0,0000000000;20.030.074;LONGCHAMPS;2.003;PTDO. ALMIRANTE BROWN;2;BUENOS AIRES;S
7.200;BRAVO FABIAN PABLO;82.093;AVELLANEDA;4397;;1.646;-58,5795052041;-34,4645846122;21.010.327;VIRREYES;2.101;PTDO. SAN FERNANDO;2;BUENOS AIRES;S
7.201;LOPEZ  CARLOS ARTURO;1.169.812;LA RIOJA;2479;;7.600;-57,5553954286;-38,0039319388;20.470.012;MAR DEL PLATA;2.047;PTDO. GENERAL PUEYRREDON;2;BUENOS AIRES;N
7.202;SCAMPINI ALICIA CRISTINA;352.093;TALCAHUANO;42;DTO B;1.768;-58,5060739796;-34,6974353265;20.720.203;VILLA MADERO;2.072;PTDO. MATANZA;2;BUENOS AIRES;S
7.203;ARQUEROS LUIS PABLO;867.148;AVDA MARQUEZ (EX CALLE 15);2862;1°;1.655;0,0000000000;0,0000000000;20.490.163;VILLA JOSE LEON SUAREZ;2.049;PTDO. GENERAL SAN MARTIN;2;BUENOS AIRES;S
7.204;RIOJA ELSA B;3.675.854;AVDA ARGENTINA;801;;1.722;-58,7206860000;-34,6692140000;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.205;CUMO DANIEL;352.093;CALFUNCURA;4767;;1.752;0,0000000000;0,0000000000;20.720.246;VILLA INSUPERABLE;2.072;PTDO. MATANZA;2;BUENOS AIRES;S
7.206;LANATTI PABLO GABRIEL;3.675.854;SARANDI;328;;1.722;-58,7233901633;-34,6708956939;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.207;LOPEZ  FACUNDO MANUEL;1.169.812;63;3099;;7.630;-58,7452980000;-38,5526930000;20.790.011;NECOCHEA;2.079;PTDO. NECOCHEA;2;BUENOS AIRES;S
7.208;GRACIELA FASSETTA;1.075.664;HIPOLITO YRIGOYEN;18713;;1.854;-58,3888774490;-34,8645262245;20.030.074;LONGCHAMPS;2.003;PTDO. ALMIRANTE BROWN;2;BUENOS AIRES;S
7.209;CUMINI OSCAR RUBEN;4.000.724;UNDIANO;10;;8.000;-62,2590400000;-38,7240893333;20.070.011;BAHIA BLANCA;2.007;PTDO. BAHIA BLANCA;2;BUENOS AIRES;N
7.210;GAVA REGINA M;3.675.854;SAN MARTIN;2390;;1.722;-58,7279200000;-34,6837770000;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.211;LUIS ROSADO - CONSULTORIO 1;1.075.664;RIVADAVIA;1256;;1.854;-58,3859673878;-34,8576532449;20.030.074;LONGCHAMPS;2.003;PTDO. ALMIRANTE BROWN;2;BUENOS AIRES;S
7.212;ECHEVESTE OLGA MARÍA;3.676.359;1 DE MAYO;640;;6.300;-64,2967141020;-36,6179033469;110.030.044;SANTA ROSA;11.003;DEPTO. CAPITAL;11;LA PAMPA;S
7.213;LOPEZ  RODOLFO C.;1.169.812;63;3099;;7.630;-58,7452980000;-38,5526930000;20.790.011;NECOCHEA;2.079;PTDO. NECOCHEA;2;BUENOS AIRES;S
7.214;BRUNET MIRTA B.;82.093;INGENIERO HUERGO;3372;;1.613;-58,6917327143;-34,4990452857;21.330.083;LOS POLVORINES;2.133;PTDO. MALVINAS ARGENTINAS;2;BUENOS AIRES;S
7.215;MEILLER  ENRIQUE ;535.698;AVDA  CASEY ;425 ;;8.170;-62,4000000000;-37,6833330000;20.950.017;PIGUE;2.095;PTDO. SAAVEDRA;2;BUENOS AIRES;S
7.216;AMORI SUSANA;3.675.854;AVDA REAL;158;;1.722;-58,7210630000;-34,6744061429;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.217;ODONTOLOGO DE CABECERA;5.003.212;URQUIZA;1685;;3.228;-57,9863218571;-30,7576558571;80.050.052;CHAJARI;8.005;DEPTO. FEDERACION;8;ENTRE RIOS;S
7.218;PONCE NAVARRO;1.075.664;RUTA 210;21328;;1.856;0,0000000000;0,0000000000;20.030.040;GLEW;2.003;PTDO. ALMIRANTE BROWN;2;BUENOS AIRES;S
7.219;DALTO FERNANDO ;4.000.781;CASTELLI ;150;;6.400;-62,7333330000;-35,9666670000;21.120.019;TRENQUE LAUQUEN;2.112;PTDO. TRENQUE LAUQUEN;2;BUENOS AIRES;S
7.220;FERNANDEZ ALICIA CAROLINA;3.676.359;16;635;;6.305;-63,8166670000;-37,1333330000;110.010.017;ATREUCO;11.001;DEPTO. ATREUCO;11;LA PAMPA;S
7.221;MACHICOTE ALICIA;3.675.854;LEANDRO N ALEM;839;;1.722;-58,7149814694;-34,6719555306;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.222;MARISA HUMOFFE;1.075.664;AVDA ALMAFUERTE;250;;1.856;-58,3794193061;-34,8896780816;20.030.040;GLEW;2.003;PTDO. ALMIRANTE BROWN;2;BUENOS AIRES;S
7.223;LOPEZ  SILVIA LILIANA;1.169.812;CALLE 39;552;L.2;7.107;-56,6996801020;-36,5326297755;21.240.106;SANTA TERESITA;2.124;MUNICIPIO URBANO DE LA COSTA;2;BUENOS AIRES;S
7.224;FERNANDEZ DE GOTASZEWSKI MARÍA ;3.676.359;MORENO;449;;6.300;-64,2920251633;-36,6252246939;110.030.044;SANTA ROSA;11.003;DEPTO. CAPITAL;11;LA PAMPA;S
7.225;MERIDA  FRANCISCO ;535.698;SARTORI ;1047 ;;8.146;-62,6166670000;-39,2666670000;21.170.061;MAYOR BURATOVICH;2.117;PTDO. VILLARINO;2;BUENOS AIRES;S
7.226;ASTORGA RUBEN ;866.970;MAIPU ;1481;PB;1.646;-58,5548428571;-34,4456980816;21.010.017;SAN FERNANDO;2.101;PTDO. SAN FERNANDO;2;BUENOS AIRES;S
7.227;DAMIANI LUIS ALBERTO ;4.000.709;ROCA ;402;;8.001;-62,2753410000;-38,7199160000;20.070.011;BAHIA BLANCA;2.007;PTDO. BAHIA BLANCA;2;BUENOS AIRES;S
7.228;MOLARES  LILIAN ;535.698;HIPOLITO IRIGOYEN ;298 ;;7.500;-60,2756356939;-38,3810002653;21.130.015;TRES ARROYOS;2.113;PTDO. TRES ARROYOS;2;BUENOS AIRES;S
7.229;PEREZ MONICA H;3.675.854;BALBIN;893;;1.722;-58,7304369184;-34,6651614490;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.230;LORINI ABRAHAM  LUCAS YAMIL;1.169.812;AV. 3;3014;;7.165;-57,5551580000;-37,9949577143;21.270.024;VILLA GESELL;2.127;MUNICIPIO URBANO VILLA GESELL;2;BUENOS AIRES;S
7.231;MORALEJO  MONICA ;535.698;MITRE ;130 ;;6.346;-63,1666670000;-36,2666670000;20.840.015;PELLEGRINI;2.084;PTDO. PELLEGRINI;2;BUENOS AIRES;S
7.232;ELENA NAVARRO;1.075.664;RIOBAMBA;9;P 1 DPTO B;1.824;0,0000000000;0,0000000000;20.580.014;LANUS;2.058;PTDO. LANUS;2;BUENOS AIRES;S
7.233;MONDINI MARCELO A;3.675.854;JUJUY;501;;1.722;-58,7282770000;-34,6700640000;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.234;DEBLAUWE GERARDO;567.636;LAMADRID ;80;;8.000;0,0000000000;0,0000000000;20.070.011;BAHIA BLANCA;2.007;PTDO. BAHIA BLANCA;2;BUENOS AIRES;S
7.235;RUBEN HERRERO;1.075.664;MINISTRO BRIN;3628;;1.824;0,0000000000;0,0000000000;20.580.014;LANUS;2.058;PTDO. LANUS;2;BUENOS AIRES;S
7.236;MORAN  LUIS ANGEL ;535.698;GURRUCHAGA ;226 ;;8.000;0,0000000000;0,0000000000;20.070.011;BAHIA BLANCA;2.007;PTDO. BAHIA BLANCA;2;BUENOS AIRES;S
7.237;FERRANDO MABEL NOEMÍ;3.676.359;PRINGLES;221;;6.311;-63,5333330000;-37,6666670000;110.100.041;GUATRACHE;11.010;DEPTO. GUATRACHE;11;LA PAMPA;S
7.238;MARI  JAVIER E. ;1.169.812;68;2761 ;;7.630;-58,7421142857;-38,5497851429;20.790.011;NECOCHEA;2.079;PTDO. NECOCHEA;2;BUENOS AIRES;S
7.239;VILLAR MARTIN - CONSULTORIO 1;3.675.854;AVDA LIBERTADOR;295;;1.722;-58,7238114898;-34,6717038163;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.240;ROBUSTE - TOURIÑAN;352.093;AVDA PRESIDENTE PERON;1083;P 1;1.754;0,0000000000;0,0000000000;20.720.297;SAN JUSTO;2.072;PTDO. MATANZA;2;BUENOS AIRES;S
7.241;DEL AGUILA CARLOS LUIS ;4.000.934;PLANTA URBANA;00;;7.501;-60,8833330000;-38,3166670000;20.250.051;INDIO RICO;2.025;PTDO. CORONEL PRINGLES;2;BUENOS AIRES;S
7.242;MUTTI  MARIO ;535.698;ALSINA  ;S/N;;6.430;-62,7500000000;-37,1833330000;20.010.012;CARHUE;2.001;PTDO. ADOLFO ALSINA;2;BUENOS AIRES;S
7.243;ATTAGUILE FRANCISCO (PEDIATRA);867.206;SANTIAGO DEL ESTERO;2122;;1.655;0,0000000000;0,0000000000;20.490.163;VILLA JOSE LEON SUAREZ;2.049;PTDO. GENERAL SAN MARTIN;2;BUENOS AIRES;S
7.244;HILLBRICHT YOLANDA;3.675.854;COLON;587;;1.722;-58,7223504694;-34,6673572245;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.245;SILVIA RUSAK;1.075.664;ARISTOBULO DEL VALLE;55;;1.824;0,0000000000;0,0000000000;20.580.014;LANUS;2.058;PTDO. LANUS;2;BUENOS AIRES;S
7.246;DEL BRUTTO GLADYS;4.000.946;VILLARINO;828;;8.001;-62,2679380816;-38,7323762857;20.070.011;BAHIA BLANCA;2.007;PTDO. BAHIA BLANCA;2;BUENOS AIRES;S
7.247;BERARDO MARIA L;3.675.854;BALBIN RICARDO;3620;;1.722;-58,7575232449;-34,6799957551;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.248;MARTIN  PEDRO ;1.169.812;LAVALLE ;909  ;;7.160;-57,9000000000;-36,8666670000;20.690.016;MAIPU;2.069;PTDO. MAIPU;2;BUENOS AIRES;S
7.249;DELIA MARTINEZ;1.075.664;MARGARITA WEILD;1192;;1.824;-58,3896482041;-34,7096050612;20.580.014;LANUS;2.058;PTDO. LANUS;2;BUENOS AIRES;S
7.250;FERREYRA MARÍA TERESA;3.676.359;15;681;;6.360;-63,7558288980;-35,6623266531;110.150.034;GENERAL PICO;11.015;DEPTO. MARACO;11;LA PAMPA;S
7.251;FARIAS MERCEDES CLARA;5.003.505;CALLE 65;3280;;7.630;-58,7490715918;-38,5517453673;20.790.011;NECOCHEA;2.079;PTDO. NECOCHEA;2;BUENOS AIRES;S
7.252;CARRILLO TALLARICO - GUERCI MARCOS;3.675.854;OLAZABAL;916;;1.714;-58,6682768571;-34,6578808571;21.360.015;ITUZAINGO;2.136;PTDO. ITUZAINGO;2;BUENOS AIRES;N
7.253;FERRERO NÉSTOR CARLOS;3.676.359;INDEPENDENCIA;1020;;6.381;-64,3000000000;-35,9166670000;110.050.039;EDUARDO CASTEX;11.005;DEPTO. CONHELLO;11;LA PAMPA;S
7.254;DELBES JUAN FRANCISCO;4.000.985;SARMIENTO ;12;;8.126;-63,2500000000;-38,1833330000;20.880.151;VILLA IRIS;2.088;PTDO. PUAN;2;BUENOS AIRES;S
7.255;HECTOR MELO;1.075.664;AVDA SAN MARTIN;2972;;1.824;0,0000000000;0,0000000000;20.580.014;LANUS;2.058;PTDO. LANUS;2;BUENOS AIRES;S
7.256;GARELLI CLARA MERCEDES;3.676.359;24;771;;6.360;-63,7502492857;-35,6587135714;110.150.034;GENERAL PICO;11.015;DEPTO. MARACO;11;LA PAMPA;S
7.257;MARTINEZ ESCALANTE, MARIA C. ;1.169.812;TALCAHUANO;385  ;;7.601;-57,5684530000;-38,0258308571;20.470.012;MAR DEL PLATA;2.047;PTDO. GENERAL PUEYRREDON;2;BUENOS AIRES;S
7.258;FAVANO SERGIO ;1.172.770; 17 ;832;;7.620;-58,2522570000;-37,8509607500;20.080.017;BALCARCE;2.008;PTDO. BALCARCE;2;BUENOS AIRES;S
7.259;ROIG Y OTRO;3.675.854;JUJUY ;519;;1.722;-58,7283467959;-34,6699163265;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.260;MABEL ARATA - CONSULTORIO 1;1.075.664;CARLOS GARDEL;335;;1.824;0,0000000000;0,0000000000;20.580.014;LANUS;2.058;PTDO. LANUS;2;BUENOS AIRES;S
7.261;DE LA MANO GRACIELA E;3.675.854;PATRICIOS;299;;1.716;0,0000000000;0,0000000000;20.740.061;LIBERTAD;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.262;ANTONIO APREA;1.075.664;14 DE JULIO;3388;;1.824;-58,3656481429;-34,7254167143;20.580.014;LANUS;2.058;PTDO. LANUS;2;BUENOS AIRES;S
7.263;DRA PLAYAN MARÍA;352.093;AVDA DE MAYO;54;;1.704;0,0000000000;0,0000000000;20.720.149;RAMOS MEJIA;2.072;PTDO. MATANZA;2;BUENOS AIRES;S
7.264;FILATRO MARIA GRACIELA;3.675.854;DIRECTORIO;466;;1.718;-58,6937655714;-34,6691783673;20.740.133;SAN ANTONIO DE PADUA;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.265;GERENA GUSTAVO JAVIER;3.676.359;ALEM;467;;6.315;-63,8500000000;-36,1500000000;110.170.029;COLONIA BARON;11.017;DEPTO. QUEMU-QUEMU;11;LA PAMPA;S
7.266;FRANCISCO ARREGUI - CONSULTORIO 2;1.075.664;DORREGO;591;;1.834;-58,4028552245;-34,7787245102;20.660.271;TEMPERLEY;2.066;PTDO. LOMAS DE ZAMORA;2;BUENOS AIRES;S
7.267;GHIONE ANA MARÍA;3.676.359;MITRE;188;;6.300;0,0000000000;0,0000000000;110.030.044;SANTA ROSA;11.003;DEPTO. CAPITAL;11;LA PAMPA;S
7.268;MARTIN PAULA;3.675.854;COLON;552;;1.722;-58,7224148776;-34,6677148980;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.269;GIAI DELIA MARÍA;3.676.359;JOSE INGENIEROS;665;;6.369;-64,1166670000;-35,6833330000;110.210.034;TRENEL;11.021;DEPTO. TRENEL;11;LA PAMPA;S
7.270;"CASTAÑO, CLAUDIO
";3.675.854;GENERAL PAZ;1225;;1.722;-58,7417742857;-34,6687980000;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.271;ZARINI PAULA V;3.675.854;AVDA EVA PERON;4855;;1.716;-58,6926954898;-34,6944696735;20.740.061;LIBERTAD;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.272;MARTINEZ  HORACIO P;1.169.812;GRAL. PAZ;252;;7.513;-60,1000000000;-38,0333330000;20.530.012;GONZALES CHAVES;2.053;PTDO. GONZALEZ CHAVES;2;BUENOS AIRES;N
7.273;BIAGIONI MIGUEL;352.093;AVDA JUAN MANUEL DE ROSAS;11381;;1.759;0,0000000000;0,0000000000;20.720.076;GONZALEZ CATAN;2.072;PTDO. MATANZA;2;BUENOS AIRES;S
7.274;ALONSO NIDIA GABRIELA;3.675.854;MONTALVO;799;;1.722;-58,7660420000;-34,6748210000;20.740.010;MERLO;2.074;PTDO. MERLO;2;BUENOS AIRES;S
7.275;BUCCINI GRACIELA S.;82.093;INDEPENDENCIA;245;;1.625;-58,7956517949;-34,3561262821;20.320.015;ESCOBAR;2.032;PTDO. ESCOBAR;2;BUENOS AIRES;S
7.276;DE PAOLI ANA MARIA;3.675.854;CABILDO;259;;1.708;-58,6190510000;-34,6463587551;20.770.019;MORON;2.077;PTDO. MORON;2;BUENOS AIRES;S
7.277;ELENA MARIA BOIANO;1.075.664;CEFERINO NAMUNCURA;3714;;1.826;-58,4137747755;-34,7170018163;20.580.090;REMEDIOS DE ESCALADA;2.058;PTDO. LANUS;2;BUENOS AIRES;S
7.278;VIZGIRDA BEATRIZ;3.675.854;CHICLANA;125;;1.708;-58,6080740000;-34,6498040408;20.770.019;MORON;2.077;PTDO. MORON;2;BUENOS AIRES;S
7.279;PADRON SANDRA;3.675.854;MACHADO ;1032;;1.708;-58,6225163265;-34,6469527143;20.770.019;MORON;2.077;PTDO. MORON;2;BUENOS AIRES;S
7.280;CLINICA DE TODOS LOS SANTOS;1.075.664;SARMIENTO, PTE;167;;1.824;-58,3718747755;-34,6940480816;20.580.049;GERLI (PARTIDO LANUS);2.058;PTDO. LANUS;2;BUENOS AIRES;S
7.281;MARTINEZ  NELIDA B.;1.169.812;CATAMARCA;1819;;7.602;-57,5521942857;-37,9982223878;20.470.012;MAR DEL PLATA;2.047;PTDO. GENERAL PUEYRREDON;2;BUENOS AIRES;N
7.282;AVILA ORLANDO JOAQUIN;866.971;JONAS SALK;4116;;1.636;-58,5075918571;-34,5050417143;21.160.014;OLIVOS;2.116;PTDO. VICENTE LOPEZ;2;BUENOS AIRES;S
7.283;ZACORO RICARDO;3.675.854;CORDOBA ;551;;1.708;-58,6112100000;-34,6573040000;20.770.019;MORON;2.077;PTDO. MORON;2;BUENOS AIRES;S
7.284;MATA, JOSE MARIA;1.169.812;22;462;;7.620;-58,2499149167;-37,8466138333;20.080.017;BALCARCE;2.008;PTDO. BALCARCE;2;BUENOS AIRES;N
7.285;PEPE Y OTRO;3.675.854;ABEL COSTA;138;;1.708;-58,6132008163;-34,6504037347;20.770.019;MORON;2.077;PTDO. MORON;2;BUENOS AIRES;S
7.286;VIDELA SILVIA ROSANA;5.004.329;ESPAÑA;2746;;7.400;-60,3174088367;-36,9054157143;20.810.016;OLAVARRIA;2.081;PTDO. OLAVARRIA;2;BUENOS AIRES;S
7.287;GUALA ESTELA;3.675.854;AGUERO;1395;;1.708;-58,6122602857;-34,6697298163;20.770.019;MORON;2.077;PTDO. MORON;2;BUENOS AIRES;S
7.288;VIEYRO GUILLERMO;4.004.390;AV. SAN MARTIN;265;;6.471;-62,2000000000;-36,3000000000;20.200.149;SALAZAR;2.020;PTDO. DAIREAUX;2;BUENOS AIRES;S
7.289;MACEIRA JUAN ROBERTO;3.675.854;9 DE JULIO ;316;;1.708;-58,6177935714;-34,6524881429;20.770.019;MORON;2.077;PTDO. MORON;2;BUENOS AIRES;S
7.290;AMADO DELIA SARA;3.675.854;LA ROCHE;376;;1.708;-58,6257126122;-34,6528640408;20.770.019;MORON;2.077;PTDO. MORON;2;BUENOS AIRES;S
7.291;VIÑALES EDUARDO;5.001.365;AVDA PEREYRA;1355;;7.414;-60,8000000000;-37,5500000000;20.600.019;LAPRIDA;2.060;PTDO. LAPRIDA;2;BUENOS AIRES;S
7.292;AZPITARTE GUSTAVO;872.699;JOSE INGENIEROS (ACCESO NORTE);3580;;1.643;-58,5622010000;-34,4788620000;21.020.030;BECCAR;2.102;PTDO. SAN ISIDRO;2;BUENOS AIRES;S
7.293;SANATORIO MODELO ADROGUE;1.075.664;ESPORA;2250;;1.846;0,0000000000;0,0000000000;20.030.121;ADROGUE;2.003;PTDO. ALMIRANTE BROWN;2;BUENOS AIRES;S
7.294;RIVOIRA ALEJANDRA;3.675.854;CONSTITUCION;313;;1.706;-58,5906636735;-34,6475491633;20.770.086;HAEDO;2.077;PTDO. MORON;2;BUENOS AIRES;S
7.295;GAMMELLA DANIEL ALFONSO;3.675.854;EMILIO CASTRO;81;;1.706;-58,5891750408;-34,6470679184;20.770.086;HAEDO;2.077;PTDO. MORON;2;BUENOS AIRES;S
7.296;CENTRO DE DIAGNOSTICO RIOBAMBA - LANUS;1.075.664;RIOBAMBA;9;P 1 DPTO B;1.824;0,0000000000;0,0000000000;20.580.014;LANUS;2.058;PTDO. LANUS;2;BUENOS AIRES;S
7.297;ROSSO ISABEL EDITH;352.093;BALCARCE;928;;1.704;-58,5444567551;-34,6478066939;20.720.149;RAMOS MEJIA;2.072;PTDO. MATANZA;2;BUENOS AIRES;S
7.298;MONTI GRACIELA;3.675.854;CHANAS;1185;;1.706;0,0000000000;0,0000000000;20.770.086;HAEDO;2.077;PTDO. MORON;2;BUENOS AIRES;S
7.299;VITALE DOMINGO;4.004.485;DORREGO ;2253;;7.400;-60,3247204082;-36,8892505306;20.810.016;OLAVARRIA;2.081;PTDO. OLAVARRIA;2;BUENOS AIRES;S
